filename,x_box,y_box,w,h,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
914.jpg,260.0,280.0,116.25,110.0,376.25,280.0,260.0,280.0,260.0,390.0,376.25,390.0,376.25,280.0
1596.jpg,333.0,136.0,172.5,163.75,505.0,136.25,332.5,136.25,332.5,300.0,505.0,300.0,505.0,136.25
1086.jpg,268.0,360.0,147.5,160.0,415.0,360.0,267.5,360.0,267.5,520.0,415.0,520.0,415.0,360.0
1849.jpg,260.0,278.0,166.25,166.25,426.25,277.5,260.0,277.5,260.0,443.75,426.25,443.75,426.25,277.5
2070.jpg,285.0,208.0,127.5,120.0,412.5,207.5,285.0,207.5,285.0,327.5,412.5,327.5,412.5,207.5
1978.jpg,326,229,110,180,436.25,228.75,326.25,228.75,326.25,408.75,436.25,408.75,436.25,228.75
1732.jpg,314.0,256.0,170.0,106.25,483.75,256.25,313.75,256.25,313.75,362.5,483.75,362.5,483.75,256.25
1786.jpg,346.0,195.0,90.0,86.25,436.25,195.0,346.25,195.0,346.25,281.25,436.25,281.25,436.25,195.0
1552.jpg,251.0,134.0,117.5,133.75,368.75,133.75,251.25,133.75,251.25,267.5,368.75,267.5,368.75,133.75
746.jpg,74.0,201.0,91.25,107.5,165.0,201.25,73.75,201.25,73.75,308.75,165.0,308.75,165.0,201.25
1175.jpg,348.0,271.0,93.75,81.25,441.25,271.25,347.5,271.25,347.5,352.5,441.25,352.5,441.25,271.25
1064.jpg,155.0,316.0,128.75,123.75,283.75,316.25,155.0,316.25,155.0,440.0,283.75,440.0,283.75,316.25
1128.jpg,199.0,280.0,116.25,92.5,315.0,280.0,198.75,280.0,198.75,372.5,315.0,372.5,315.0,280.0
1083.jpg,348.0,260.0,52.5,53.75,400.0,260.0,347.5,260.0,347.5,313.75,400.0,313.75,400.0,260.0
1037.jpg,194.0,239.0,118.75,155.0,312.5,238.75,193.75,238.75,193.75,393.75,312.5,393.75,312.5,238.75
588.jpg,326.0,218.0,137.5,107.5,463.75,217.5,326.25,217.5,326.25,325.0,463.75,325.0,463.75,217.5
1304.jpg,295.0,274.0,48.75,62.5,343.75,273.75,295.0,273.75,295.0,336.25,343.75,336.25,343.75,273.75
1641.jpg,286.0,294.0,77.5,108.75,363.75,293.75,286.25,293.75,286.25,402.5,363.75,402.5,363.75,293.75
365.jpg,393.0,281.0,56.25,65.0,448.75,281.25,392.5,281.25,392.5,346.25,448.75,346.25,448.75,281.25
636.jpg,119.0,148.0,127.5,120.0,246.25,147.5,118.75,147.5,118.75,267.5,246.25,267.5,246.25,147.5
1164.jpg,134.0,166.0,155.0,161.25,288.75,166.25,133.75,166.25,133.75,327.5,288.75,327.5,288.75,166.25
741.jpg,248,225,100,100,347.5,225.0,247.5,225.0,247.5,325.0,347.5,325.0,347.5,225.0
1208.jpg,318.0,135.0,161.25,140.0,478.75,135.0,317.5,135.0,317.5,275.0,478.75,275.0,478.75,135.0
583.jpg,246.0,229.0,111.25,91.25,357.5,228.75,246.25,228.75,246.25,320.0,357.5,320.0,357.5,228.75
678.jpg,320.0,241.0,97.5,123.75,417.5,241.25,320.0,241.25,320.0,365.0,417.5,365.0,417.5,241.25
1971.jpg,216.0,241.0,80.0,78.75,296.25,241.25,216.25,241.25,216.25,320.0,296.25,320.0,296.25,241.25
2065.jpg,189.0,371.0,222.5,142.5,411.25,371.25,188.75,371.25,188.75,513.75,411.25,513.75,411.25,371.25
1370.jpg,278.0,218.0,95.0,81.25,372.5,217.5,277.5,217.5,277.5,298.75,372.5,298.75,372.5,217.5
1540.jpg,193.0,160.0,96.25,112.5,288.75,160.0,192.5,160.0,192.5,272.5,288.75,272.5,288.75,160.0
2121.jpg,290.0,281.0,61.25,75.0,351.25,281.25,290.0,281.25,290.0,356.25,351.25,356.25,351.25,281.25
599.jpg,306.0,238.0,80.0,73.75,386.25,237.5,306.25,237.5,306.25,311.25,386.25,311.25,386.25,237.5
1040.jpg,128.0,171.0,156.25,195.0,283.75,171.25,127.5,171.25,127.5,366.25,283.75,366.25,283.75,171.25
318.jpg,273.0,181.0,140.0,127.5,412.5,181.25,272.5,181.25,272.5,308.75,412.5,308.75,412.5,181.25
617.jpg,179.0,254.0,286.25,358.75,465.0,253.75,178.75,253.75,178.75,612.5,465.0,612.5,465.0,253.75
892.jpg,339.0,315.0,182.5,183.75,521.25,315.0,338.75,315.0,338.75,498.75,521.25,498.75,521.25,315.0
1146.jpg,386.0,213.0,106.25,92.5,492.5,212.5,386.25,212.5,386.25,305.0,492.5,305.0,492.5,212.5
744.jpg,366.0,139.0,72.5,120.0,438.75,138.75,366.25,138.75,366.25,258.75,438.75,258.75,438.75,138.75
1965.jpg,306.0,270.0,72.5,68.75,378.75,270.0,306.25,270.0,306.25,338.75,378.75,338.75,378.75,270.0
343.jpg,358.0,231.0,90.0,88.75,447.5,231.25,357.5,231.25,357.5,320.0,447.5,320.0,447.5,231.25
398.jpg,135.0,168.0,157.5,186.25,292.5,167.5,135.0,167.5,135.0,353.75,292.5,353.75,292.5,167.5
584.jpg,246.0,225.0,116.25,112.5,362.5,225.0,246.25,225.0,246.25,337.5,362.5,337.5,362.5,225.0
1677.jpg,143.0,306.0,118.75,148.75,261.25,306.25,142.5,306.25,142.5,455.0,261.25,455.0,261.25,306.25
292.jpg,234.0,278.0,72.5,73.75,306.25,277.5,233.75,277.5,233.75,351.25,306.25,351.25,306.25,277.5
787.jpg,288.0,274.0,93.75,86.25,381.25,273.75,287.5,273.75,287.5,360.0,381.25,360.0,381.25,273.75
1055.jpg,129.0,324.0,91.25,83.75,220.0,323.75,128.75,323.75,128.75,407.5,220.0,407.5,220.0,323.75
1112.jpg,248.0,173.0,130.0,103.75,377.5,172.5,247.5,172.5,247.5,276.25,377.5,276.25,377.5,172.5
141.jpg,299.0,435.0,148.75,82.5,447.5,435.0,298.75,435.0,298.75,517.5,447.5,517.5,447.5,435.0
921.jpg,118.0,160.0,191.25,238.75,308.75,160.0,117.5,160.0,117.5,398.75,308.75,398.75,308.75,160.0
2.jpg,133.0,173.0,162.5,185.0,295.0,172.5,132.5,172.5,132.5,357.5,295.0,357.5,295.0,172.5
576.jpg,379.0,220.0,82.5,80.0,461.25,220.0,378.75,220.0,378.75,300.0,461.25,300.0,461.25,220.0
1764.jpg,314.0,293.0,67.5,80.0,381.25,292.5,313.75,292.5,313.75,372.5,381.25,372.5,381.25,292.5
339.jpg,303.0,285.0,101.25,90.0,403.75,285.0,302.5,285.0,302.5,375.0,403.75,375.0,403.75,285.0
1618.jpg,173.0,383.0,170.0,126.25,342.5,382.5,172.5,382.5,172.5,508.75,342.5,508.75,342.5,382.5
265.jpg,323.0,218.0,132.5,97.5,455.0,217.5,322.5,217.5,322.5,315.0,455.0,315.0,455.0,217.5
376.jpg,260.0,141.0,106.25,85.0,366.25,141.25,260.0,141.25,260.0,226.25,366.25,226.25,366.25,141.25
874.jpg,305.0,251.0,127.5,120.0,432.5,251.25,305.0,251.25,305.0,371.25,432.5,371.25,432.5,251.25
439.jpg,298.0,204.0,135.0,111.25,432.5,203.75,297.5,203.75,297.5,315.0,432.5,315.0,432.5,203.75
271.jpg,346.0,235.0,161.25,203.75,507.5,235.0,346.25,235.0,346.25,438.75,507.5,438.75,507.5,235.0
244.jpg,296.0,404.0,123.75,78.75,420.0,403.75,296.25,403.75,296.25,482.5,420.0,482.5,420.0,403.75
1050.jpg,123.0,343.0,122.5,120.0,245.0,342.5,122.5,342.5,122.5,462.5,245.0,462.5,245.0,342.5
1541.jpg,194.0,183.0,141.25,97.5,335.0,182.5,193.75,182.5,193.75,280.0,335.0,280.0,335.0,182.5
1380.jpg,250.0,345.0,98.75,77.5,348.75,345.0,250.0,345.0,250.0,422.5,348.75,422.5,348.75,345.0
1502.jpg,324.0,231.0,111.25,76.25,435.0,231.25,323.75,231.25,323.75,307.5,435.0,307.5,435.0,231.25
607.jpg,311.0,279.0,83.75,87.5,395.0,278.75,311.25,278.75,311.25,366.25,395.0,366.25,395.0,278.75
415.jpg,226,413,100,105,326.25,412.5,226.25,412.5,226.25,517.5,326.25,517.5,326.25,412.5
273.jpg,211.0,231.0,102.5,118.75,313.75,231.25,211.25,231.25,211.25,350.0,313.75,350.0,313.75,231.25
931.jpg,115.0,300.0,128.75,165.0,243.75,300.0,115.0,300.0,115.0,465.0,243.75,465.0,243.75,300.0
250.jpg,143.0,179.0,137.5,141.25,280.0,178.75,142.5,178.75,142.5,320.0,280.0,320.0,280.0,178.75
413.jpg,290.0,288.0,46.25,57.5,336.25,287.5,290.0,287.5,290.0,345.0,336.25,345.0,336.25,287.5
1241.jpg,303.0,223.0,108.75,92.5,411.25,222.5,302.5,222.5,302.5,315.0,411.25,315.0,411.25,222.5
1483.jpg,269.0,250.0,113.75,131.25,382.5,250.0,268.75,250.0,268.75,381.25,382.5,381.25,382.5,250.0
310.jpg,268.0,259.0,113.75,111.25,381.25,258.75,267.5,258.75,267.5,370.0,381.25,370.0,381.25,258.75
1770.jpg,214.0,284.0,85.0,77.5,298.75,283.75,213.75,283.75,213.75,361.25,298.75,361.25,298.75,283.75
1691.jpg,230.0,164.0,76.25,83.75,306.25,163.75,230.0,163.75,230.0,247.5,306.25,247.5,306.25,163.75
425.jpg,285.0,271.0,148.75,106.25,433.75,271.25,285.0,271.25,285.0,377.5,433.75,377.5,433.75,271.25
2082.jpg,330.0,254.0,86.25,72.5,416.25,253.75,330.0,253.75,330.0,326.25,416.25,326.25,416.25,253.75
1318.jpg,314.0,194.0,111.25,127.5,425.0,193.75,313.75,193.75,313.75,321.25,425.0,321.25,425.0,193.75
2022.jpg,286.0,281.0,50.0,57.5,336.25,281.25,286.25,281.25,286.25,338.75,336.25,338.75,336.25,281.25
1536.jpg,341.0,259.0,115.0,97.5,456.25,258.75,341.25,258.75,341.25,356.25,456.25,356.25,456.25,258.75
1424.jpg,186.0,344.0,170.0,146.25,356.25,343.75,186.25,343.75,186.25,490.0,356.25,490.0,356.25,343.75
1908.jpg,275.0,289.0,93.75,102.5,368.75,288.75,275.0,288.75,275.0,391.25,368.75,391.25,368.75,288.75
694.jpg,220.0,260.0,106.25,97.5,326.25,260.0,220.0,260.0,220.0,357.5,326.25,357.5,326.25,260.0
526.jpg,214.0,244.0,96.25,93.75,310.0,243.75,213.75,243.75,213.75,337.5,310.0,337.5,310.0,243.75
710.jpg,253.0,320.0,121.25,83.75,373.75,320.0,252.5,320.0,252.5,403.75,373.75,403.75,373.75,320.0
819.jpg,314.0,283.0,68.75,92.5,382.5,282.5,313.75,282.5,313.75,375.0,382.5,375.0,382.5,282.5
182.jpg,234.0,284.0,77.5,87.5,311.25,283.75,233.75,283.75,233.75,371.25,311.25,371.25,311.25,283.75
170.jpg,318.0,243.0,67.5,76.25,385.0,242.5,317.5,242.5,317.5,318.75,385.0,318.75,385.0,242.5
1805.jpg,284.0,228.0,111.25,82.5,395.0,227.5,283.75,227.5,283.75,310.0,395.0,310.0,395.0,227.5
1674.jpg,264.0,258.0,76.25,95.0,340.0,257.5,263.75,257.5,263.75,352.5,340.0,352.5,340.0,257.5
187.jpg,229.0,286.0,60.0,56.25,288.75,286.25,228.75,286.25,228.75,342.5,288.75,342.5,288.75,286.25
619.jpg,146.0,289.0,126.25,111.25,272.5,288.75,146.25,288.75,146.25,400.0,272.5,400.0,272.5,288.75
1866.jpg,246.0,348.0,138.75,171.25,385.0,347.5,246.25,347.5,246.25,518.75,385.0,518.75,385.0,347.5
158.jpg,286.0,246.0,65.0,63.75,351.25,246.25,286.25,246.25,286.25,310.0,351.25,310.0,351.25,246.25
806.jpg,239.0,339.0,132.5,120.0,371.25,338.75,238.75,338.75,238.75,458.75,371.25,458.75,371.25,338.75
272.jpg,345.0,224.0,71.25,70.0,416.25,223.75,345.0,223.75,345.0,293.75,416.25,293.75,416.25,223.75
614.jpg,234.0,275.0,81.25,106.25,315.0,275.0,233.75,275.0,233.75,381.25,315.0,381.25,315.0,275.0
1752.jpg,285.0,143.0,156.25,150.0,441.25,142.5,285.0,142.5,285.0,292.5,441.25,292.5,441.25,142.5
879.jpg,96.0,323.0,148.75,115.0,245.0,322.5,96.25,322.5,96.25,437.5,245.0,437.5,245.0,322.5
1239.jpg,385.0,165.0,138.75,118.75,523.75,165.0,385.0,165.0,385.0,283.75,523.75,283.75,523.75,165.0
371.jpg,315.0,259.0,103.75,117.5,418.75,258.75,315.0,258.75,315.0,376.25,418.75,376.25,418.75,258.75
222.jpg,283.0,281.0,83.75,100.0,366.25,281.25,282.5,281.25,282.5,381.25,366.25,381.25,366.25,281.25
593.jpg,368,218,115,110,482.5,217.5,367.5,217.5,367.5,327.5,482.5,327.5,482.5,217.5
1740.jpg,231.0,379.0,87.5,91.25,318.75,378.75,231.25,378.75,231.25,470.0,318.75,470.0,318.75,378.75
836.jpg,298.0,278.0,131.25,125.0,428.75,277.5,297.5,277.5,297.5,402.5,428.75,402.5,428.75,277.5
990.jpg,314.0,265.0,108.75,95.0,422.5,265.0,313.75,265.0,313.75,360.0,422.5,360.0,422.5,265.0
518.jpg,304.0,181.0,155.0,153.75,458.75,181.25,303.75,181.25,303.75,335.0,458.75,335.0,458.75,181.25
1578.jpg,153.0,326.0,156.25,123.75,308.75,326.25,152.5,326.25,152.5,450.0,308.75,450.0,308.75,326.25
334.jpg,125.0,156.0,148.75,172.5,273.75,156.25,125.0,156.25,125.0,328.75,273.75,328.75,273.75,156.25
886.jpg,98.0,304.0,141.25,170.0,238.75,303.75,97.5,303.75,97.5,473.75,238.75,473.75,238.75,303.75
1319.jpg,275.0,286.0,80.0,71.25,355.0,286.25,275.0,286.25,275.0,357.5,355.0,357.5,355.0,286.25
1196.jpg,339.0,261.0,105.0,106.25,443.75,261.25,338.75,261.25,338.75,367.5,443.75,367.5,443.75,261.25
2113.jpg,286.0,289.0,61.25,56.25,347.5,288.75,286.25,288.75,286.25,345.0,347.5,345.0,347.5,288.75
15.jpg,114.0,270.0,141.25,182.5,255.0,270.0,113.75,270.0,113.75,452.5,255.0,452.5,255.0,270.0
862.jpg,290.0,280.0,107.5,85.0,397.5,280.0,290.0,280.0,290.0,365.0,397.5,365.0,397.5,280.0
1828.jpg,245.0,268.0,72.5,96.25,317.5,267.5,245.0,267.5,245.0,363.75,317.5,363.75,317.5,267.5
1741.jpg,314.0,228.0,61.25,81.25,375.0,227.5,313.75,227.5,313.75,308.75,375.0,308.75,375.0,227.5
1904.jpg,276.0,195.0,70.0,82.5,346.25,195.0,276.25,195.0,276.25,277.5,346.25,277.5,346.25,195.0
570.jpg,258.0,331.0,110.0,112.5,367.5,331.25,257.5,331.25,257.5,443.75,367.5,443.75,367.5,331.25
654.jpg,224.0,284.0,61.25,80.0,285.0,283.75,223.75,283.75,223.75,363.75,285.0,363.75,285.0,283.75
767.jpg,298,246,80,65,377.5,246.25,297.5,246.25,297.5,311.25,377.5,311.25,377.5,246.25
1491.jpg,308,198,100,115,407.5,197.5,307.5,197.5,307.5,312.5,407.5,312.5,407.5,197.5
465.jpg,210.0,286.0,66.25,78.75,276.25,286.25,210.0,286.25,210.0,365.0,276.25,365.0,276.25,286.25
1771.jpg,233.0,231.0,110.0,67.5,342.5,231.25,232.5,231.25,232.5,298.75,342.5,298.75,342.5,231.25
199.jpg,268.0,246.0,173.75,106.25,441.25,246.25,267.5,246.25,267.5,352.5,441.25,352.5,441.25,246.25
1362.jpg,299.0,268.0,48.75,70.0,347.5,267.5,298.75,267.5,298.75,337.5,347.5,337.5,347.5,267.5
1200.jpg,268.0,393.0,86.25,108.75,353.75,392.5,267.5,392.5,267.5,501.25,353.75,501.25,353.75,392.5
1413.jpg,181.0,321.0,185.0,167.5,366.25,321.25,181.25,321.25,181.25,488.75,366.25,488.75,366.25,321.25
994.jpg,304.0,253.0,75.0,76.25,378.75,252.5,303.75,252.5,303.75,328.75,378.75,328.75,378.75,252.5
1474.jpg,388.0,205.0,107.5,242.5,495.0,205.0,387.5,205.0,387.5,447.5,495.0,447.5,495.0,205.0
2033.jpg,70.0,188.0,126.25,122.5,196.25,187.5,70.0,187.5,70.0,310.0,196.25,310.0,196.25,187.5
591.jpg,240.0,279.0,76.25,56.25,316.25,278.75,240.0,278.75,240.0,335.0,316.25,335.0,316.25,278.75
926.jpg,140.0,210.0,180.0,182.5,320.0,210.0,140.0,210.0,140.0,392.5,320.0,392.5,320.0,210.0
1587.jpg,266.0,274.0,56.25,58.75,322.5,273.75,266.25,273.75,266.25,332.5,322.5,332.5,322.5,273.75
1605.jpg,288.0,273.0,61.25,91.25,348.75,272.5,287.5,272.5,287.5,363.75,348.75,363.75,348.75,272.5
1509.jpg,173.0,135.0,220.0,323.75,392.5,135.0,172.5,135.0,172.5,458.75,392.5,458.75,392.5,135.0
1103.jpg,278.0,275.0,115.0,102.5,392.5,275.0,277.5,275.0,277.5,377.5,392.5,377.5,392.5,275.0
1526.jpg,231.0,316.0,176.25,181.25,407.5,316.25,231.25,316.25,231.25,497.5,407.5,497.5,407.5,316.25
43.jpg,228.0,354.0,143.75,108.75,371.25,353.75,227.5,353.75,227.5,462.5,371.25,462.5,371.25,353.75
1009.jpg,193.0,289.0,111.25,125.0,303.75,288.75,192.5,288.75,192.5,413.75,303.75,413.75,303.75,288.75
274.jpg,268.0,343.0,98.75,120.0,366.25,342.5,267.5,342.5,267.5,462.5,366.25,462.5,366.25,342.5
1244.jpg,164.0,186.0,132.5,120.0,296.25,186.25,163.75,186.25,163.75,306.25,296.25,306.25,296.25,186.25
101.jpg,330.0,289.0,51.25,76.25,381.25,288.75,330.0,288.75,330.0,365.0,381.25,365.0,381.25,288.75
1075.jpg,365,254,65,75,430.0,253.75,365.0,253.75,365.0,328.75,430.0,328.75,430.0,253.75
929.jpg,323.0,351.0,67.5,97.5,390.0,351.25,322.5,351.25,322.5,448.75,390.0,448.75,390.0,351.25
1619.jpg,391.0,303.0,38.75,56.25,430.0,302.5,391.25,302.5,391.25,358.75,430.0,358.75,430.0,302.5
107.jpg,328.0,274.0,87.5,81.25,415.0,273.75,327.5,273.75,327.5,355.0,415.0,355.0,415.0,273.75
873.jpg,290.0,236.0,101.25,76.25,391.25,236.25,290.0,236.25,290.0,312.5,391.25,312.5,391.25,236.25
497.jpg,309.0,256.0,102.5,112.5,411.25,256.25,308.75,256.25,308.75,368.75,411.25,368.75,411.25,256.25
2136.jpg,174.0,145.0,107.5,110.0,281.25,145.0,173.75,145.0,173.75,255.0,281.25,255.0,281.25,145.0
1456.jpg,171.0,248.0,188.75,175.0,360.0,247.5,171.25,247.5,171.25,422.5,360.0,422.5,360.0,247.5
1755.jpg,265.0,359.0,91.25,73.75,356.25,358.75,265.0,358.75,265.0,432.5,356.25,432.5,356.25,358.75
785.jpg,295.0,275.0,76.25,102.5,371.25,275.0,295.0,275.0,295.0,377.5,371.25,377.5,371.25,275.0
1094.jpg,289,265,155,155,443.75,265.0,288.75,265.0,288.75,420.0,443.75,420.0,443.75,265.0
2006.jpg,289.0,275.0,80.0,92.5,368.75,275.0,288.75,275.0,288.75,367.5,368.75,367.5,368.75,275.0
1468.jpg,321.0,183.0,132.5,137.5,453.75,182.5,321.25,182.5,321.25,320.0,453.75,320.0,453.75,182.5
1898.jpg,349.0,284.0,63.75,67.5,412.5,283.75,348.75,283.75,348.75,351.25,412.5,351.25,412.5,283.75
781.jpg,281.0,224.0,86.25,118.75,367.5,223.75,281.25,223.75,281.25,342.5,367.5,342.5,367.5,223.75
1460.jpg,176.0,311.0,178.75,156.25,355.0,311.25,176.25,311.25,176.25,467.5,355.0,467.5,355.0,311.25
712.jpg,189.0,213.0,122.5,122.5,311.25,212.5,188.75,212.5,188.75,335.0,311.25,335.0,311.25,212.5
72.jpg,410.0,201.0,141.25,148.75,551.25,201.25,410.0,201.25,410.0,350.0,551.25,350.0,551.25,201.25
1386.jpg,218.0,239.0,103.75,85.0,321.25,238.75,217.5,238.75,217.5,323.75,321.25,323.75,321.25,238.75
1782.jpg,131.0,210.0,157.5,141.25,288.75,210.0,131.25,210.0,131.25,351.25,288.75,351.25,288.75,210.0
1320.jpg,226.0,296.0,162.5,151.25,388.75,296.25,226.25,296.25,226.25,447.5,388.75,447.5,388.75,296.25
1838.jpg,101.0,346.0,271.25,153.75,372.5,346.25,101.25,346.25,101.25,500.0,372.5,500.0,372.5,346.25
481.jpg,293.0,246.0,128.75,115.0,421.25,246.25,292.5,246.25,292.5,361.25,421.25,361.25,421.25,246.25
1548.jpg,280.0,256.0,112.5,153.75,392.5,256.25,280.0,256.25,280.0,410.0,392.5,410.0,392.5,256.25
506.jpg,316.0,249.0,60.0,77.5,376.25,248.75,316.25,248.75,316.25,326.25,376.25,326.25,376.25,248.75
859.jpg,243.0,273.0,77.5,95.0,320.0,272.5,242.5,272.5,242.5,367.5,320.0,367.5,320.0,272.5
1927.jpg,168.0,256.0,142.5,170.0,310.0,256.25,167.5,256.25,167.5,426.25,310.0,426.25,310.0,256.25
2140.jpg,93,226,75,75,167.5,226.25,92.5,226.25,92.5,301.25,167.5,301.25,167.5,226.25
942.jpg,118.0,231.0,130.0,136.25,247.5,231.25,117.5,231.25,117.5,367.5,247.5,367.5,247.5,231.25
1170.jpg,239.0,200.0,90.0,83.75,328.75,200.0,238.75,200.0,238.75,283.75,328.75,283.75,328.75,200.0
1067.jpg,318.0,214.0,61.25,87.5,378.75,213.75,317.5,213.75,317.5,301.25,378.75,301.25,378.75,213.75
311.jpg,331.0,253.0,51.25,105.0,382.5,252.5,331.25,252.5,331.25,357.5,382.5,357.5,382.5,252.5
1598.jpg,99.0,145.0,202.5,216.25,301.25,145.0,98.75,145.0,98.75,361.25,301.25,361.25,301.25,145.0
405.jpg,231,235,125,115,356.25,235.0,231.25,235.0,231.25,350.0,356.25,350.0,356.25,235.0
962.jpg,414.0,201.0,112.5,151.25,526.25,201.25,413.75,201.25,413.75,352.5,526.25,352.5,526.25,201.25
1182.jpg,275.0,264.0,112.5,105.0,387.5,263.75,275.0,263.75,275.0,368.75,387.5,368.75,387.5,263.75
1383.jpg,230.0,351.0,171.25,201.25,401.25,351.25,230.0,351.25,230.0,552.5,401.25,552.5,401.25,351.25
2144.jpg,145.0,325.0,178.75,171.25,323.75,325.0,145.0,325.0,145.0,496.25,323.75,496.25,323.75,325.0
309.jpg,71.0,169.0,223.75,196.25,295.0,168.75,71.25,168.75,71.25,365.0,295.0,365.0,295.0,168.75
226.jpg,360.0,250.0,91.25,103.75,451.25,250.0,360.0,250.0,360.0,353.75,451.25,353.75,451.25,250.0
743.jpg,311.0,264.0,103.75,95.0,415.0,263.75,311.25,263.75,311.25,358.75,415.0,358.75,415.0,263.75
1920.jpg,153.0,314.0,142.5,135.0,295.0,313.75,152.5,313.75,152.5,448.75,295.0,448.75,295.0,313.75
1378.jpg,128,288,180,165,307.5,287.5,127.5,287.5,127.5,452.5,307.5,452.5,307.5,287.5
2000.jpg,230.0,264.0,83.75,86.25,313.75,263.75,230.0,263.75,230.0,350.0,313.75,350.0,313.75,263.75
1730.jpg,339.0,239.0,81.25,80.0,420.0,238.75,338.75,238.75,338.75,318.75,420.0,318.75,420.0,238.75
1047.jpg,361.0,401.0,102.5,72.5,463.75,401.25,361.25,401.25,361.25,473.75,463.75,473.75,463.75,401.25
1886.jpg,344.0,286.0,42.5,57.5,386.25,286.25,343.75,286.25,343.75,343.75,386.25,343.75,386.25,286.25
148.jpg,216.0,260.0,143.75,122.5,360.0,260.0,216.25,260.0,216.25,382.5,360.0,382.5,360.0,260.0
792.jpg,250.0,305.0,138.75,120.0,388.75,305.0,250.0,305.0,250.0,425.0,388.75,425.0,388.75,305.0
1488.jpg,264.0,268.0,107.5,102.5,371.25,267.5,263.75,267.5,263.75,370.0,371.25,370.0,371.25,267.5
291.jpg,391,245,50,50,441.25,245.0,391.25,245.0,391.25,295.0,441.25,295.0,441.25,245.0
692.jpg,281.0,271.0,70.0,78.75,351.25,271.25,281.25,271.25,281.25,350.0,351.25,350.0,351.25,271.25
704.jpg,316.0,285.0,55.0,92.5,371.25,285.0,316.25,285.0,316.25,377.5,371.25,377.5,371.25,285.0
1609.jpg,220.0,288.0,227.5,192.5,447.5,287.5,220.0,287.5,220.0,480.0,447.5,480.0,447.5,287.5
1053.jpg,211.0,350.0,163.75,157.5,375.0,350.0,211.25,350.0,211.25,507.5,375.0,507.5,375.0,350.0
575.jpg,390,239,55,60,445.0,238.75,390.0,238.75,390.0,298.75,445.0,298.75,445.0,238.75
557.jpg,340.0,215.0,77.5,70.0,417.5,215.0,340.0,215.0,340.0,285.0,417.5,285.0,417.5,215.0
1486.jpg,305.0,438.0,128.75,68.75,433.75,437.5,305.0,437.5,305.0,506.25,433.75,506.25,433.75,437.5
701.jpg,178.0,260.0,148.75,127.5,326.25,260.0,177.5,260.0,177.5,387.5,326.25,387.5,326.25,260.0
889.jpg,390.0,223.0,52.5,63.75,442.5,222.5,390.0,222.5,390.0,286.25,442.5,286.25,442.5,222.5
1640.jpg,168.0,348.0,148.75,171.25,316.25,347.5,167.5,347.5,167.5,518.75,316.25,518.75,316.25,347.5
2137.jpg,128.0,318.0,231.25,195.0,358.75,317.5,127.5,317.5,127.5,512.5,358.75,512.5,358.75,317.5
1834.jpg,226.0,175.0,112.5,132.5,338.75,175.0,226.25,175.0,226.25,307.5,338.75,307.5,338.75,175.0
2037.jpg,281.0,238.0,175.0,158.75,456.25,237.5,281.25,237.5,281.25,396.25,456.25,396.25,456.25,237.5
1314.jpg,159.0,323.0,223.75,170.0,382.5,322.5,158.75,322.5,158.75,492.5,382.5,492.5,382.5,322.5
1671.jpg,268.0,256.0,148.75,186.25,416.25,256.25,267.5,256.25,267.5,442.5,416.25,442.5,416.25,256.25
167.jpg,218.0,204.0,137.5,100.0,355.0,203.75,217.5,203.75,217.5,303.75,355.0,303.75,355.0,203.75
730.jpg,398.0,293.0,66.25,76.25,463.75,292.5,397.5,292.5,397.5,368.75,463.75,368.75,463.75,292.5
1868.jpg,336.0,226.0,60.0,63.75,396.25,226.25,336.25,226.25,336.25,290.0,396.25,290.0,396.25,226.25
286.jpg,198.0,178.0,168.75,128.75,366.25,177.5,197.5,177.5,197.5,306.25,366.25,306.25,366.25,177.5
1812.jpg,176.0,310.0,188.75,185.0,365.0,310.0,176.25,310.0,176.25,495.0,365.0,495.0,365.0,310.0
940.jpg,239.0,275.0,137.5,163.75,376.25,275.0,238.75,275.0,238.75,438.75,376.25,438.75,376.25,275.0
628.jpg,225.0,280.0,57.5,75.0,282.5,280.0,225.0,280.0,225.0,355.0,282.5,355.0,282.5,280.0
598.jpg,289.0,281.0,152.5,126.25,441.25,281.25,288.75,281.25,288.75,407.5,441.25,407.5,441.25,281.25
1111.jpg,280.0,260.0,111.25,113.75,391.25,260.0,280.0,260.0,280.0,373.75,391.25,373.75,391.25,260.0
1022.jpg,253,191,105,130,357.5,191.25,252.5,191.25,252.5,321.25,357.5,321.25,357.5,191.25
1982.jpg,364.0,143.0,77.5,108.75,441.25,142.5,363.75,142.5,363.75,251.25,441.25,251.25,441.25,142.5
1337.jpg,146.0,306.0,187.5,150.0,333.75,306.25,146.25,306.25,146.25,456.25,333.75,456.25,333.75,306.25
1916.jpg,236.0,288.0,68.75,73.75,305.0,287.5,236.25,287.5,236.25,361.25,305.0,361.25,305.0,287.5
1876.jpg,271.0,269.0,132.5,113.75,403.75,268.75,271.25,268.75,271.25,382.5,403.75,382.5,403.75,268.75
1389.jpg,270.0,235.0,97.5,81.25,367.5,235.0,270.0,235.0,270.0,316.25,367.5,316.25,367.5,235.0
1029.jpg,235.0,276.0,62.5,73.75,297.5,276.25,235.0,276.25,235.0,350.0,297.5,350.0,297.5,276.25
41.jpg,340,243,65,55,405.0,242.5,340.0,242.5,340.0,297.5,405.0,297.5,405.0,242.5
